id,observed_on,created_at,updated_at,oauth_application_id,place_guess,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,nombre_asp,manejo,estatus,siglas_cat,nombre_ac,siglas_ac,descripcion_ac,area_asp,distancia_asp,rio,tipo_rio,area_rio,distancia_rio,conteo
1286358,3/11/2015,11/3/2015 12:51,16/05/2018 22:29:17,2,"Puntarenas, CR-PU, CR",10.0099196,-84.725978,"Milanos, aguilillas, gavilanes y águilas",Accipitridae,"Hawks, Eagles, and Kites",Aves,Estero Puntarenas y Manglares Asociados,Humedal,Estatal,HH,Area de Conservacion Pacifico Central,ACOPAC,Area terrestre protegida,524109.4147,3466.370486,Rio Naranjo,Rio,0.175052081,0.009274547,1
1288105,3/12/2015,12/3/2015 12:16,3/3/2021 2:24,2,"Liberia, CR-GU, CR",10.76564243,-85.523829,Barn Owl,Tyto alba,Barn Owl,Aves,Riberino Zapandi,Humedal,Estatal,HH,Administracion compartida,AC,Humedal,50879.6567,3553.626357,Canal,Canal,0.032087046,0.004863669,1
1288115,3/12/2015,12/3/2015 12:32,16/05/2018 22:29:20,2,"Liberia, CR-GU, CR",10.6289011,-85.4451461,Codornices,Odontophoridae,New World Quails,Aves,Riberino Zapandi,Humedal,Estatal,HH,Administracion compartida,AC,Humedal,50879.6567,12099.75733,Rio Liberia,Rio,0.490460388,0.006040834,1
1288288,3/12/2015,12/3/2015 15:40,24/06/2016 02:13:51,2,,11.1084085,-85.6122292,Zopilote,Cathartidae,New World Vultures,Aves,Corredor Fronterizo,Refugio Nacional de Vida Silvestre,Estatal,RNVS,Administracion compartida,AC,Area terrestre protegida,6001213.46,3985.2543,Rio Sapoa,Rio,0.241127945,0.017812162,1
1288428,3/12/2015,12/3/2015 17:13,24/08/2017 04:10:55,2,"Upala, CR-AL, CR",11.0033438,-85.3056105,Zopilote,Cathartidae,New World Vultures,Aves,Corredor Fronterizo,Refugio Nacional de Vida Silvestre,Estatal,RNVS,Administracion compartida,AC,Area terrestre protegida,6001213.46,7655.683905,Rio Las Haciendas,Rio,0.299481348,0.025844678,1
1289121,3/12/2015,12/3/2015 23:15,24/06/2016 02:14:57,2,,10.2298081,-84.42682649,Zopilote,Cathartidae,New World Vultures,Aves,Juan Castro Blanco,Parque Nacional,Estatal,PN,Area de Conservacion Arenal Huetar Norte,ACAHN,Area terrestre protegida,1429039.712,4999.249896,Rio Tapezco,Rio,0.209238186,0.004057307,1
1292002,3/14/2015,14/03/2015 16:46:07,22/03/2017 15:00:27,2,"Tibás, CR-SJ, CR",9.970307425,-84.08847598,Ave no identificada,Passeriformes,Perching Birds,Aves,Cerro de Escazu,Zona Protectora,Estatal,ZP,Area de Conservacion Central,ACC,Area terrestre protegida,716658.5453,9790.265619,Rio Virilla,Rio,0.172018694,0.003023409,1
1294721,3/15/2015,15/03/2015 17:19:45,8/5/2019 18:59,2,"Santo Domingo, CR-HE, CR",9.971943928,-84.09732149,Great-tailed Grackle,Quiscalus mexicanus,Great-tailed Grackle,Aves,Cerro de Escazu,Zona Protectora,Estatal,ZP,Area de Conservacion Central,ACC,Area terrestre protegida,716658.5453,9646.139195,,,0.178104427,0.004599163,1
1342167,3/26/2015,27/03/2015 03:08:50,7/5/2018 20:35,2,,,,Aves,Aves,Birds,Aves,,,,,,,,,#¿NOMBRE?,,,,#¿NOMBRE?,1
1442428,5/1/2015,1/5/2015 13:13,19/04/2022 19:07:31,2,"Sarapiquí, CR-HE, CR",10.250455,-83.919875,Yig?irro,Aves,Birds,Aves,Cordillera Volcanica Central,Reserva Forestal,Estatal,RF,Area de Conservacion Central,ACC,Area terrestre protegida,5863264.646,3966.727117,Rio Sucio,Rio,0.146028613,0.016847304,1
1442429,5/1/2015,1/5/2015 13:14,20/07/2020 07:05:10,2,"Sarapiquí, CR-HE, CR",10.3781765,-83.9652165,Great Kiskadee,Pitangus sulphuratus,Great Kiskadee,Aves,Braulio Carrillo,Parque Nacional,Estatal,PN,Area de Conservacion Central,ACC,Area terrestre protegida,4993143.821,3160.250161,Rio Puerto Viejo,Rio,0.396422889,0.006962788,1
1468618,5/9/2015,9/5/2015 17:57,13/12/2019 21:32:44,2,"Sarapiquí, CR-HE, CR",10.2590149,-83.92345671,Keel-billed Toucan,Ramphastos sulfuratus,Keel-billed Toucan,Aves,Cordillera Volcanica Central,Reserva Forestal,Estatal,RF,Area de Conservacion Central,ACC,Area terrestre protegida,5863264.646,4277.123295,Quebrada Ceiba,Quebrada,0.171663936,0.017189557,1
1610738,6/9/2015,9/6/2015 13:48,22/10/2017 01:02:29,2,,,,Zopilotes,Cathartidae,New World Vultures,Aves,,,,,,,,,#¿NOMBRE?,,,,#¿NOMBRE?,1
1621766,6/12/2015,12/6/2015 13:44,22/10/2017 01:02:29,2,"Siquirres, CR-LI, CR",10.1130389,-83.5377266,Zopilotes,Cathartidae,New World Vultures,Aves,Cuenca Rio Siquirres,Zona Protectora,Estatal,ZP,Area de Conservacion La Amistad Caribe,ACLAC,Area terrestre protegida,68985.7571,2964.115344,Rio Reventazon,Rio,0.234298377,0.008815046,1
1634681,6/15/2015,15/06/2015 12:50:24,23/08/2022 15:41:44,2,"Pococí, CR-LI, CR",10.2055636,-83.7819023,Vögel,Aves,Birds,Aves,Acuiferos Guacimo y Pococi,Zona Protectora,Estatal,ZP,Area de Conservacion Tortuguero,ACTo,Area terrestre protegida,426263.7032,3384.97825,Rio Santa Clara,Rio,0.092169268,0.003779032,1
1768882,7/16/2015,16/07/2015 13:30:49,22/10/2017 01:02:30,2,"Guácimo, CR-LI, CR",10.1667645,-83.6043962,Zopilote común,Coragyps atratus,Black Vulture,Aves,Cuenca Rio Siquirres,Zona Protectora,Estatal,ZP,Area de Conservacion La Amistad Caribe,ACLAC,Area terrestre protegida,68985.7571,11009.25838,Rio Destierro,Rio,0.287060804,0.006153885,1
1930041,9/9/2015,9/9/2015 14:57,22/10/2017 01:02:31,2,"Guácimo, CR-LI, CR",10.167207,-83.6030835,Zopilotes,Cathartidae,New World Vultures,Aves,Cuenca Rio Siquirres,Zona Protectora,Estatal,ZP,Area de Conservacion La Amistad Caribe,ACLAC,Area terrestre protegida,68985.7571,10965.1191,Rio Destierro,Rio,0.287060804,0.005866825,1
2690823,2/17/2016,17/02/2016 12:28:43,1/9/2017 18:53,3,"Autopista 34, Garabito, Puntarenas, CR",9.581627101,-84.58145826,Zopilote común,Coragyps atratus,Black Vulture,Aves,Playa Hermosa-Punta Mala,Refugio Nacional de Vida Silvestre,Estatal,RNVS,Area de Conservacion Pacifico Central,ACOPAC,Area terrestre protegida,37127.76334,2021.080146,Rio La Gloria,Rio,0.105709041,0.005880002,1
2821438,3/15/2016,23/03/2016 18:45:43,10/3/2021 12:51,2,Santa Rosa,9.9767519,-84.0965095,Rufous-tailed Hummingbird,Amazilia tzacatl,Rufous-tailed Hummingbird,Aves,Braulio Carrillo,Parque Nacional,Estatal,PN,Area de Conservacion Central,ACC,Area terrestre protegida,4993143.821,9730.203469,,,0.178104427,0.003952871,1
2879447,4/4/2016,4/4/2016 13:37,19/04/2022 19:33:01,3,"Golfito, CR-PU, CR",8.550311825,-83.33871312,Tropical Screech-Owl,Megascops choliba,Tropical Screech-Owl,Aves,Golfo Dulce,Reserva Forestal,Estatal,RF,Area de Conservacion Osa,ACOSA,Area terrestre protegida,6068530.46,3990.509541,Rio Tigre,Rio,0.027739953,0.004367411,1
2879504,4/4/2016,4/4/2016 13:57,6/7/2022 4:24,3,"Autopista 245, Golfito, Puntarenas, CR",8.635629835,-83.44593862,Mottled Owl,Ciccaba virgata,Mottled Owl,Aves,Golfo Dulce,Reserva Forestal,Estatal,RF,Area de Conservacion Osa,ACOSA,Area terrestre protegida,6068530.46,3854.796028,Rio Conte,Rio,0.09661303,0.016565034,1
2891003,4/6/2016,6/4/2016 22:01,20/05/2022 15:55:09,3,"Aguirre, Aguirre, Puntarenas, CR",9.295723569,-83.90300816,Black Vulture,Coragyps atratus,Black Vulture,Aves,Finca Baru del Pacifico,Refugio Nacional de Vida Silvestre,Mixto,RNVS,Area de Conservacion Pacifico Central,ACOPAC,Area terrestre protegida,32668.98884,3028.711026,Rio Hatillo Viejo,Rio,0.054960203,0.002252411,1
2891215,4/6/2016,6/4/2016 22:42,13/11/2017 06:17:18,3,"Autopista 34, Aguirre, Puntarenas, CR",9.509224137,-84.22625491,Yellow-headed Caracara,Milvago chimachima,Yellow-headed Caracara,Aves,Cerro Redondo,Refugio Nacional de Vida Silvestre,Privado,RNVS,Area de Conservacion Pacifico Central,ACOPAC,Area terrestre protegida,67989.63179,9578.06246,Rio Damas,Rio,0.12119586,0.006161729,1
2891376,4/6/2016,6/4/2016 23:05,20/05/2022 15:55:20,3,"Autopista 34, Parrita, Puntarenas, CR",9.524544454,-84.4305892,Black Vulture,Coragyps atratus,Black Vulture,Aves,Playa Hermosa-Punta Mala,Refugio Nacional de Vida Silvestre,Estatal,RNVS,Area de Conservacion Pacifico Central,ACOPAC,Area marina protegida,229294.2274,9506.900517,Quebrada Palma,Quebrada,0.172481869,0.041418523,1
2919675,4/11/2016,11/4/2016 21:18,12/10/2021 15:49,2,La Palma,8.645356667,-83.44818,Tropical Screech-Owl,Megascops choliba,Tropical Screech-Owl,Aves,Golfo Dulce,Reserva Forestal,Estatal,RF,Area de Conservacion Osa,ACOSA,Area terrestre protegida,6068530.46,4631.067098,Rio Conte,Rio,0.09661303,0.026124059,1
2923020,4/12/2016,12/4/2016 14:23,12/4/2016 14:23,3,"Autopista 34, Garabito, Puntarenas, CR",9.830727372,-84.59170564,Perico frentirroja,,,Aves,Carara,Parque Nacional,Estatal,PN,Area de Conservacion Pacifico Central,ACOPAC,Area terrestre protegida,533065.2284,1810.187459,Rio Tarcoles,Rio,0.04596485,0.012329246,1
2923097,4/12/2016,12/4/2016 15:00,15/04/2016 01:26:24,3,"Garabito, CR-PU, CR",9.703605543,-84.63519137,Paloma no id.,,,Aves,Marino Playa Blanca,Humedal,Estatal,HH,Area de Conservacion Pacifico Central,ACOPAC,Area terrestre protegida,373.2880693,3891.141081,Rio Agujas,Rio,0.093085735,0.012634139,1
2986685,4/20/2016,20/04/2016 23:43:09,20/05/2022 15:55:36,2,Puntarenas,8.551271667,-83.341475,Black Vulture,Coragyps atratus,Black Vulture,Aves,Golfo Dulce,Reserva Forestal,Estatal,RF,Area de Conservacion Osa,ACOSA,Area terrestre protegida,6068530.46,3804.562965,Rio Tigre,Rio,0.027739953,0.007152778,1
3466085,6/16/2016,16/06/2016 13:26:28,20/05/2022 15:56:03,2,Carretera Pacífica Fernández Oreamuno Savegre,9.321668333,-83.94754,Black Vulture,Coragyps atratus,Black Vulture,Aves,Transilvania,Refugio Nacional de Vida Silvestre,Privado,RNVS,Area de Conservacion Pacifico Central,ACOPAC,Area terrestre protegida,6338.656868,1677.181725,Rio Hatillo,Rio,0.12767735,0.036140386,1
3466088,6/16/2016,16/06/2016 13:27:55,20/05/2022 16:03:44,2,"Aguirre, CR-PU, CR",9.321951667,-83.94756833,Black Vulture,Coragyps atratus,Black Vulture,Aves,Transilvania,Refugio Nacional de Vida Silvestre,Privado,RNVS,Area de Conservacion Pacifico Central,ACOPAC,Area terrestre protegida,6338.656868,1652.18912,Rio Hatillo,Rio,0.12767735,0.036226333,1
3477356,6/18/2016,18/06/2016 16:40:18,18/11/2020 17:57:38,2,Puntarenas,8.91355,-83.41720667,Fiery-billed Araçari,Pteroglossus frantzii,Fiery-billed Aracari,Aves,Terraba-Sierpe,Humedal,Estatal,HH,Area de Conservacion Osa,ACOSA,Area terrestre protegida,2678222.427,7067.494185,Rio Culebra,Rio,0.139500907,0.006479915,1
3477461,6/18/2016,18/06/2016 16:56:10,19/11/2020 16:14:48,2,Puntarenas,8.86205,-83.33538833,Tropical Kingbird,Tyrannus melancholicus,Tropical Kingbird,Aves,Terraba-Sierpe,Humedal,Estatal,HH,Area de Conservacion Osa,ACOSA,Area terrestre protegida,2678222.427,4725.302277,Rio Sierpe,Rio,0.071380666,0.044521643,1
3478108,6/18/2016,18/06/2016 18:46:30,26/06/2016 09:07:42,3,"Carretera Braulio Carrillo, Moravia, San José, CR",10.04771389,-84.00728943,Coragyps atratus,Coragyps atratus,Black Vulture,Aves,Braulio Carrillo,Parque Nacional,Estatal,PN,Area de Conservacion Central,ACC,Area terrestre protegida,4993143.821,338.6177582,Rio Zurqui,Rio,0.061477927,0.010447046,1
3492529,6/20/2016,20/06/2016 23:04:28,21/10/2016 12:07:20,3,"Alajuela, CR-AL, CR",9.998286855,-84.21321267,Momotus,Momotus,Blue-crowned and Russet-crowned Motmots,Aves,Cerro de Escazu,Zona Protectora,Estatal,ZP,Area de Conservacion Central,ACC,Area terrestre protegida,716658.5453,8177.278109,Rio Ciruelas,Rio,0.203004361,0.001106032,1
3503553,6/22/2016,22/06/2016 19:41:25,27/07/2022 14:51:32,3,"Calle Alto El Barro, Guácimo, Limón, CR",10.1991121,-83.67448077,Groove-billed Ani,Crotophaga sulcirostris,Groove-billed Ani,Aves,Acuiferos Guacimo y Pococi,Zona Protectora,Estatal,ZP,Area de Conservacion Tortuguero,ACTo,Area terrestre protegida,426263.7032,5971.686962,Rio Guacimito,Rio,0.091344488,0.007790619,1
3595902,5/7/2016,2/7/2016 17:34,8/2/2018 7:20,2,Puntarenas,8.672561211,-83.47436551,Gray-cowled Wood-Rail,Aramides cajaneus,Gray-cowled Wood-Rail,Aves,Golfo Dulce,Reserva Forestal,Estatal,RF,Area de Conservacion Osa,ACOSA,Area terrestre protegida,6068530.46,1950.396726,Rio Rincon,Rio,0.10776584,0.010017351,1
7633182,8/24/2017,24/08/2017 17:41:52,31/05/2021 16:40:59,3,"Carretera Pacífica Fernández Oreamuno, Aguirre, Puntarenas, CR",9.281049219,-83.88981414,Bare-throated Tiger-Heron,Tigrisoma mexicanum,Bare-throated Tiger-Heron,Aves,Finca Baru del Pacifico,Refugio Nacional de Vida Silvestre,Mixto,RNVS,Area de Conservacion Pacifico Central,ACOPAC,Area terrestre protegida,32668.98884,854.291708,Rio Hatillo Viejo,Rio,0.054960203,0.012006002,1
21484043,3/22/2019,22/03/2019 15:39:21,13/10/2020 02:34:21,2,"Tilarán, CR-GU, CR",10.48030413,-84.97249509,Muscovy Duck,Cairina moschata,Muscovy Duck,Aves,Volcan Tenorio,Parque Nacional,Estatal,PN,Area de Conservacion Arenal-Tempisque,ACAT,Area terrestre protegida,1289787.366,9617.965872,Rio Santa Rosa,Rio,0.123522869,0.000404522,1
30855281,8/14/2019,15/08/2019 04:45:47,21/12/2020 04:11:55,3,"Avenida 36B, San José, San José, CR",9.917611686,-84.09245218,House Sparrow,Passer domesticus,House Sparrow,Aves,Cerro de Escazu,Zona Protectora,Estatal,ZP,Area de Conservacion Central,ACC,Area terrestre protegida,716658.5453,4572.14245,Rio Maria Aguilar,Rio,0.183379889,0.002334313,1
32921025,9/17/2019,17/09/2019 23:42:39,12/4/2021 22:21,2,"Provincia de Guanacaste, Costa Rica",11.02450275,-85.63712311,Perico frente naranja,Eupsittula canicularis,Orange-fronted Parakeet,Aves,Guanacaste,Parque Nacional,Estatal,PN,Area de Conservacion Guanacaste,ACG,Area terrestre protegida,3406032.091,0,Rio Sontoli,Rio,0.076979858,0.009797139,1
38236754,2/2/2020,2/2/2020 23:20,9/5/2021 21:31,2,"Provincia de Guanacaste, Costa Rica",10.88500023,-85.60194397,Thicket Tinamou,Crypturellus cinnamomeus,Thicket Tinamou,Aves,Santa Rosa,Parque Nacional,Estatal,PN,Area de Conservacion Guanacaste,ACG,Area terrestre protegida,3862703.721,26.57152129,Rio Cuajiniquil,Rio,0.1595795,0.013356853,1
38391136,2/6/2020,7/2/2020 16:13,5/10/2020 17:43,2,"San José, Pérez Zeledón, Costa Rica",9.476206504,-83.68405759,Northern Emerald-Toucanet,Aulacorhynchus prasinus,Northern Emerald-Toucanet,Aves,Los Santos,Reserva Forestal,Estatal,PN,Administracion compartida,AC,Area terrestre protegida,5668748.503,4299.493161,Rio Quebradas,Rio,0.147909214,0.002656823,1
39816587,3/10/2020,10/3/2020 22:21,20/10/2022 21:39:35,2,"Guanacaste Province, Costa Rica",10.86981386,-85.59799052,Lesser Ground-Cuckoo,Morococcyx erythropygus,Lesser Ground-Cuckoo,Aves,Santa Rosa,Parque Nacional,Estatal,PN,Area de Conservacion Guanacaste,ACG,Area terrestre protegida,3862703.721,0,Rio Cuajiniquil,Rio,0.1595795,0.012325524,1
45301483,5/8/2020,8/5/2020 20:30,31/05/2021 16:40:59,3,"Ruta Nacional 141, Alfaro Ruiz, Alajuela, CR",10.194655,-84.395355,Northern Emerald-Toucanet,Aulacorhynchus prasinus,Northern Emerald-Toucanet,Aves,El Chayote,Zona Protectora,Estatal,ZP,Area de Conservacion Central,ACC,Area terrestre protegida,76639.37338,3548.017248,Rio Pinol,Rio,0.079271656,0.003445264,1
48327709,6/3/2020,3/6/2020 12:33,28/07/2020 23:28:01,2,"San Vicente, Heredia, San Pablo, Costa Rica",9.98799958,-84.06829532,Lesson's Motmot,Momotus lessonii,Lesson's Motmot,Aves,Braulio Carrillo,Parque Nacional,Estatal,PN,Area de Conservacion Central,ACC,Area terrestre protegida,4993143.821,7275.11447,Rio Tibas,Rio,0.06947481,0.009650244,1
51754401,7/2/2020,3/7/2020 1:13,21/01/2021 23:33:05,2,Costa Rica,9.898908024,-83.47941548,Garza agami,Agamia agami,Agami Heron,Aves,Barbilla,Parque Nacional,Estatal,PN,Area de Conservacion La Amistad Caribe,ACLAC,Area terrestre protegida,1191466.903,2364.35674,Rio Barbilla,Rio,0.206772866,0.023272354,1
52485887,7/9/2020,9/7/2020 17:02,9/5/2021 21:31,2,"Provincia de Guanacaste, Costa Rica",10.8761991,-85.585986,cuyeo,Nyctidromus,Pauraque and Scrub Nightjar,Aves,Santa Rosa,Parque Nacional,Estatal,PN,Area de Conservacion Guanacaste,ACG,Area terrestre protegida,3862703.721,0,Rio Cuajiniquil,Rio,0.1595795,0.024868164,1
52486113,7/9/2020,9/7/2020 17:05,11/7/2021 10:00,2,"Provincia de Guanacaste, Costa Rica",10.869666,-85.594817,Nyctidromus,Nyctidromus,Pauraque and Scrub Nightjar,Aves,Santa Rosa,Parque Nacional,Estatal,PN,Area de Conservacion Guanacaste,ACG,Area terrestre protegida,3862703.721,0,Rio Cuajiniquil,Rio,0.1595795,0.015500228,1
61302556,9/29/2020,30/09/2020 14:52:45,31/07/2021 23:15:08,3,"Vía 935, La Cruz, Guanacaste, CR",11.04848986,-85.65963652,,Empidonax virescens,Acadian Flycatcher,Aves,Corredor Fronterizo,Refugio Nacional de Vida Silvestre,Estatal,RNVS,Administracion compartida,AC,Area terrestre protegida,6001213.46,2639.699102,Rio Salinas,Rio,0.093311581,0.029097412,1
65662098,11/26/2020,26/11/2020 23:14:14,26/05/2022 19:28:19,3,"Vía 935, La Cruz, Guanacaste, CR",11.06039961,-85.6481197,Scissor-tailed Flycatcher,Tyrannus forficatus,Scissor-tailed Flycatcher,Aves,Guanacaste,Parque Nacional,Estatal,PN,Area de Conservacion Guanacaste,ACG,Area terrestre protegida,3406032.091,2820.357733,Rio Sontoli,Rio,0.076979858,0.036406057,1
67936967,1/11/2021,12/1/2021 2:18,15/09/2021 05:29:45,2,"Provincia de Puntarenas, Costa Rica",8.5520626,-83.3436717,Tennessee Warbler,Leiothlypis peregrina,Tennessee Warbler,Aves,Golfo Dulce,Reserva Forestal,Estatal,RF,Area de Conservacion Osa,ACOSA,Area terrestre protegida,6068530.46,3658.435729,Rio Tigre,Rio,0.168536544,0.009247144,1
69795786,2/18/2021,19/02/2021 02:39:55,31/07/2021 23:15:08,3,"Vía 935, La Cruz, Guanacaste, CR",11.01800613,-85.67214679,Tecolote de Cooper,Megascops cooperi,Pacific Screech-Owl,Aves,Guanacaste,Parque Nacional,Estatal,PN,Area de Conservacion Guanacaste,ACG,Area terrestre protegida,3406032.091,3697.831042,Rio Salinas,Rio,0.093311581,0.00105214,1
70584024,3/4/2021,5/3/2021 1:05,27/04/2021 16:17:35,2,"Provincia de Guanacaste, Costa Rica",10.94655704,-85.65753174,Streak-backed Oriole,Icterus pustulatus,Streak-backed Oriole,Aves,Bahia Junquillal,Refugio Nacional de Vida Silvestre,Estatal,RVS,Area de Conservacion Guanacaste,ACG,Area terrestre protegida,43952.49272,1541.397285,Rio Cuajiniquil,Rio,0.1595795,0.017924207,1
79961482,5/23/2021,23/05/2021 16:12:12,19/12/2021 15:48:33,2,"San Jerónimo, Provincia de Alajuela, Orotina, Costa Rica",9.862156398,-84.57471721,"Hawks, Eagles, and Kites",Accipitridae,"Hawks, Eagles, and Kites",Aves,Hacienda La Avellana,Refugio Nacional de Vida Silvestre,Privado,RNVS,Area de Conservacion Pacifico Central,ACOPAC,Area terrestre protegida,50053.68331,1579.606198,Rio Tarcoles,Rio,0.303494894,0.023201965,1
81141475,5/31/2021,1/6/2021 5:02,2/6/2021 16:05,2,"Provincia de Guanacaste, Costa Rica",10.864197,-85.60896597,Nightjars and Nighthawks,Caprimulgidae,Nightjars and Nighthawks,Aves,Santa Rosa,Parque Nacional,Estatal,PN,Area de Conservacion Guanacaste,ACG,Area terrestre protegida,3862703.721,0,Rio Cuajiniquil,Rio,0.1595795,0.001796558,1
81257232,6/1/2021,2/6/2021 2:09,30/06/2021 17:05:58,2,"300 mts south of Monteverde Cheese Factory, Puntarenas Province, Monteverde, Costa Rica",10.30291269,-84.80921933,Semillero oliváceo,Tiaris olivaceus,Yellow-faced Grassquit,Aves,Curi cancha,Refugio Nacional de Vida Silvestre,Privado,RNVS,Area de Conservacion Arenal-Tempisque,ACAT,Area terrestre protegida,7098.028477,330.3031977,Rio Veracruz,Rio,0.112868142,0.042423441,1
81807735,6/5/2021,6/6/2021 3:03,14/11/2021 01:58:25,2,"Unnamed Road, Limón, Limón, Costa Rica",10.20430772,-83.59742523,,Aves,Birds,Aves,Cuenca Rio Siquirres,Zona Protectora,Estatal,ZP,Area de Conservacion La Amistad Caribe,ACLAC,Area terrestre protegida,68985.7571,14245.58498,Rio Dos Novillos,Rio,0.264584081,0.008377057,1
83431636,6/17/2021,17/06/2021 20:53:07,17/06/2021 20:53:16,2,"Provincia de Alajuela, Costa Rica",10.8025187,-84.9536294,Aguilillas y parientes,Buteo,Buteos,Aves,Volcan Tenorio,Parque Nacional,Estatal,PN,Area de Conservacion Arenal-Tempisque,ACAT,Area terrestre protegida,1289787.366,10937.03935,Rio Chimurria,Rio,0.212509307,0.017292342,1
83526399,6/18/2021,18/06/2021 17:03:56,8/9/2021 19:02,3,"Vía 225, Turrialba, Cartago, CR",9.86333,-83.638245,Gray-headed Chachalaca,Ortalis cinereiceps,Gray-headed Chachalaca,Aves,Cuenca del Rio Tuis,Zona Protectora,Estatal,ZP,Area de Conservacion Central,ACC,Area terrestre protegida,408770.035,5777.493984,Rio Tuis,Rio,0.184738036,0.004789962,1
84554928,6/26/2021,26/06/2021 14:50:20,17/01/2022 20:20:47,2,"150 Metros Sur De Súper Vidal Y 25 Metros Oeste En Turrucares De Alajuela Costa Rica Alajuela Alajuela CR, 4050, Provincia de Alajuela, Turrúcares, Costa Rica",9.963359075,-84.3205747,,Aves,Birds,Aves,El Rodeo,Zona Protectora,Estatal,ZP,Area de Conservacion Central,ACC,Area terrestre protegida,210842.5685,4775.671317,Rio Siquiares,Rio,0.116843391,0.001366407,1
86993391,7/9/2021,14/07/2021 15:39:54,17/09/2021 02:04:27,3,"Calle Veterinaria, San José, Heredia, CR",9.981891667,-84.12801383,White-winged Dove,Zenaida asiatica,White-winged Dove,Aves,Cerro de Escazu,Zona Protectora,Estatal,ZP,Area de Conservacion Central,ACC,Area terrestre protegida,716658.5453,9408.232364,,,0.178104427,0.005935573,1
88603376,7/25/2021,25/07/2021 21:01:33,23/08/2021 17:59:41,3,"Vía 931, Santa Cruz, Guanacaste, CR",10.27098,-85.568375,Garrapatero pijuy,Crotophaga sulcirostris,Groove-billed Ani,Aves,Humedal lacustrino Rio Canas,Humedal,Estatal,HH,Area de Conservacion Tempisque,ACT,Area terrestre protegida,65531.09882,7344.099872,Rio Enmedio,Rio,0.033249669,0.006784098,1
88814172,7/27/2021,27/07/2021 13:36:55,13/07/2022 17:45:49,2,"Limón, Costa Rica",9.7092143,-82.81984433,sargento,Ramphocelus passerinii,Scarlet-rumped Tanager,Aves,Cahuita,Parque Nacional,Estatal,PN,Area de Conservacion La Amistad Caribe,ACLAC,Area terrestre protegida,107590.0257,191.0361467,Rio Carbon,Rio,0.186099478,0.025732671,1
92406557,8/24/2021,24/08/2021 22:06:55,18/10/2021 16:07:14,2,"Provincia de Guanacaste, Costa Rica",10.8666037,-85.5720924,Crested Guan,Penelope purpurascens,Crested Guan,Aves,Guanacaste,Parque Nacional,Estatal,PN,Area de Conservacion Guanacaste,ACG,Area terrestre protegida,3406032.091,0,Rio Tempisquito,Rio,0.129851395,0.015146379,1
95293831,9/8/2021,18/09/2021 18:15:34,22/10/2021 15:21:27,,Cañasa de Puerto Jiménez,8.585647,-83.413528,Black-and-white Owl,Ciccaba nigrolineata,Black-and-white Owl,Aves,Golfo Dulce,Reserva Forestal,Estatal,RF,Area de Conservacion Osa,ACOSA,Area terrestre protegida,6068530.46,1966.643268,Rio Barrigones,Rio,0.113123326,0.009317635,1
95294111,9/8/2021,18/09/2021 18:17:29,26/07/2022 03:16:59,,Cañasa de Puerto Jiménez,8.537479,-83.325001,Crested Owl,Lophostrix cristata,Crested Owl,Aves,Preciosa Platanares,Refugio Nacional de Vida Silvestre,Mixto,RNVS,Area de Conservacion Osa,ACOSA,Area terrestre protegida,26324.62147,3438.857064,Rio Nuevo,Rio,0.177344841,0.009938897,1
95294925,5/6/2021,18/09/2021 18:23:16,13/10/2021 16:44:44,,"Puntarenas, CR",8.558734,-83.360353,Gray-cowled Wood-Rail,Aramides cajaneus,Gray-cowled Wood-Rail,Aves,Golfo Dulce,Reserva Forestal,Estatal,RF,Area de Conservacion Osa,ACOSA,Area terrestre protegida,6068530.46,2789.783274,Rio Tigre,Rio,0.168536544,0.017908826,1
96501316,9/28/2021,28/09/2021 18:49:28,17/03/2022 22:07:07,2,"Provincia de Alajuela, San Ramón, Costa Rica",10.03814824,-84.47104085,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,Aves,Rio Grande,Zona Protectora,Estatal,ZP,Area de Conservacion Central,ACC,Area terrestre protegida,150000.5611,6693.797066,Rio Grande,Rio,0.138955132,0.012813517,1
97276980,10/5/2021,5/10/2021 19:59,5/10/2021 19:59,2,"Provincia de Guanacaste, Costa Rica",10.6750775,-85.46395236,Zopilotes y cóndores,Cathartiformes,New World Vultures,Aves,Riberino Zapandi,Humedal,Estatal,HH,Administracion compartida,AC,Humedal,50879.6567,7851.325958,Rio Colorado,Rio,0.123506007,0.00359172,1
100924218,11/12/2021,12/11/2021 12:58,13/11/2021 05:24:00,2,"Provincia de Puntarenas, Costa Rica",8.57525015,-83.39885731,Gray-cowled Wood-Rail,Aramides cajaneus,Gray-cowled Wood-Rail,Aves,Golfo Dulce,Reserva Forestal,Estatal,RF,Area de Conservacion Osa,ACOSA,Area terrestre protegida,6068530.46,2506.850105,Rio Agujas,Rio,0.123165916,0.011341658,1
101775581,11/22/2021,23/11/2021 18:32:04,20/01/2022 21:43:22,2,"Provincia de Alajuela, Pital, Costa Rica",10.44841,-84.271743,Reinita mielera,Coereba flaveola,Bananaquit,Aves,Maquenque,Refugio Nacional de Vida Silvestre,Mixto,RNVS,Area de Conservacion Arenal Huetar Norte,ACAHN,Area terrestre protegida,5186445.745,11575.08795,Quebrada Pital,Quebrada,0.213132008,0.006655885,1
